loan_application_no,disbursed_date,disbursed_amount,source_entity_name,final_tpv,score,gender,age,industryy,status,city,state,pincode,disbursed_year,disbursed_month,disbursed_quarter,score_band,age_band,city_clean,is_metro_city,loan_to_tpv,amount_per_age,amount_x_score,predicted_income
113,2025-06-03,47050.0,TTT,37630.83,143,Male,27.0,Service And Utilities,DISBURSED,BULANDSHAHR,Uttar Pradesh,203129.0,2025.0,6.0,2.0,<600,26-30,bulandshahr,0,1.2503046039643557,1742.5925925925926,6728150.0,37636.58425000006
114,2025-05-30,15056.0,TTT,37630.83,746,Male,23.0,Food & Beverages,CLOSED,East Delhi,Delhi,110092.0,2025.0,5.0,2.0,700-749,22-25,east delhi,0,0.40009747326859385,654.6086956521739,11231776.0,38316.23310000005
115,2025-05-28,141592.0,TTT,37630.83,718,Male,31.0,Retail And Shopping,DISBURSED,Chikmagalur,Karnataka,577101.0,2025.0,5.0,2.0,700-749,31-35,chikmagalur,0,3.7626595002023606,4567.4838709677415,101663056.0,37436.23905000005
116,2025-05-28,9528.0,PPP,22637.5,775,Male,35.0,Food & Beverages,DISBURSED,West Midnapore,West Bengal,721101.0,2025.0,5.0,2.0,>750,31-35,west midnapore,0,0.4208945334069575,272.22857142857146,7384200.0,22818.724200000008
117,2025-05-28,190560.0,PPP,97630.33,739,Male,33.0,Retail And Shopping,DISBURSED,Malda,West Bengal,732126.0,2025.0,5.0,2.0,700-749,31-35,malda,0,1.9518524622420101,5774.545454545455,140823840.0,97420.65969999992
118,2025-05-27,19056.0,PPP,10976.5,778,Male,22.0,Food & Beverages,DISBURSED,Visakhapatnam,Andhra Pradesh,531116.0,2025.0,5.0,2.0,>750,22-25,visakhapatnam,0,1.7360725185623833,866.1818181818181,14825568.0,10951.47165
119,2025-05-29,72457.0,TTT,37630.83,744,Male,33.0,Food & Beverages,DISBURSED,Gurgaon,Haryana,122022.0,2025.0,5.0,2.0,700-749,31-35,gurgaon,0,1.925469090105108,2195.6666666666665,53908008.0,37578.74120000004
120,2025-05-27,66696.0,PPP,21418.66,763,Male,59.0,Grocery And Daily Needs,DISBURSED,Kamrup,Assam,781026.0,2025.0,5.0,2.0,>750,46-60,kamrup,0,3.1139202919323616,1130.4406779661017,50889048.0,21705.29145000002
121,2025-05-28,47050.0,TTT,37630.83,734,Female,40.0,Retail And Shopping,DISBURSED,BENGALURU URBAN,Karnataka,562157.0,2025.0,5.0,2.0,700-749,36-45,bengaluru urban,0,1.2503046039643557,1176.25,34534700.0,37623.300950000055
122,2025-05-28,50814.0,TTT,37630.83,145,Female,49.0,Retail And Shopping,DISBURSED,NORTH WEST,Delhi,110040.0,2025.0,5.0,2.0,<600,46-60,north west,0,1.3503289722815042,1037.0204081632653,7368030.0,37457.86165000005
123,2025-05-23,56215.0,PPP,24755.5,138,Male,41.0,Retail And Shopping,DISBURSED,Bhagalpur,Bihar,812002.0,2025.0,5.0,2.0,<600,36-45,bhagalpur,0,2.27080850720042,1371.0975609756097,7757670.0,24807.407750000017
124,2025-05-22,28761.0,PPP,27674.78,728,Male,27.0,Grocery And Daily Needs,DISBURSED,Kamrup,Assam,781018.0,2025.0,5.0,2.0,700-749,26-30,kamrup,0,1.0392494538348633,1065.2222222222222,20938008.0,27621.85725
125,2025-05-21,114336.0,PPP,30499.75,763,Male,45.0,Food & Beverages,DISBURSED,Thane,Maharashtra,401209.0,2025.0,5.0,2.0,>750,36-45,thane,0,3.748752038951139,2540.8,87238368.0,30644.199400000012
126,2025-05-21,142920.0,PPP,247817.0,761,Male,41.0,Food & Beverages,DISBURSED,Kanpur Nagar,Uttar Pradesh,209305.0,2025.0,5.0,2.0,>750,36-45,kanpur nagar,0,0.576715883091152,3485.8536585365855,108762120.0,244642.81064999994
127,2025-05-19,23820.0,PPP,16066.7,776,Male,37.0,Food & Beverages,DISBURSED,East Midnapore,West Bengal,721401.0,2025.0,5.0,2.0,>750,36-45,east midnapore,0,1.4825695382374724,643.7837837837837,18484320.0,16140.636550000027
128,2025-05-19,285840.0,PPP,146289.33,748,Male,23.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560066.0,2025.0,5.0,2.0,700-749,22-25,bengaluru,1,1.953936079958805,12427.826086956522,213808320.0,147075.84119999947
129,2025-05-19,50498.0,PPP,40200.5,753,Male,59.0,Grocery And Daily Needs,DISBURSED,Faridabad,Haryana,121001.0,2025.0,5.0,2.0,>750,46-60,faridabad,0,1.256153530428726,855.8983050847457,38024994.0,39640.419500000025
130,2025-05-18,285840.0,PPP,132184.33,722,Male,64.0,Food & Beverages,DISBURSED,Mahabub Nagar,Telangana,509001.0,2025.0,5.0,2.0,700-749,60+,mahabub nagar,0,2.162434836262362,4466.25,206376480.0,132600.27154999968
131,2025-05-18,59283.0,TTT,37630.83,687,Male,62.0,Retail And Shopping,DISBURSED,South West Delhi,Delhi,110043.0,2025.0,5.0,2.0,600-699,60+,south west delhi,0,1.5753838009950882,956.1774193548387,40727421.0,37504.072200000046
132,2025-05-16,190560.0,PPP,189412.66,148,Male,56.0,Grocery And Daily Needs,DISBURSED,East Singhbhum,Jharkhand,831001.0,2025.0,5.0,2.0,<600,46-60,east singhbhum,0,1.006057356461812,3402.8571428571427,28202880.0,190777.15949999937
133,2025-05-16,74339.0,TTT,22500.0,781,Male,29.0,Retail And Shopping,DISBURSED,SOUTH,Delhi,110062.0,2025.0,5.0,2.0,>750,26-30,south,0,3.3039555555555555,2563.4137931034484,58058759.0,22538.90645
134,2025-05-15,9528.0,PPP,32364.0,717,Male,36.0,Food & Beverages,DISBURSED,Gautam Buddha Nagar,Uttar Pradesh,201307.0,2025.0,5.0,2.0,700-749,36-45,gautam buddha nagar,0,0.2944011865035224,264.6666666666667,6831576.0,32367.2775
135,2025-05-15,75271.0,PPP,20109.33,746,Male,33.0,Grocery And Daily Needs,DISBURSED,Kolkata,West Bengal,700025.0,2025.0,5.0,2.0,700-749,31-35,kolkata,1,3.743088407221921,2280.939393939394,56152166.0,20140.490550000042
136,2025-05-12,18103.0,PPP,21104.6,763,Male,32.0,Healthcare And Wellness,DISBURSED,South Delhi,Delhi,110044.0,2025.0,5.0,2.0,>750,31-35,south delhi,0,0.8577750822095658,565.71875,13812589.0,21492.264700000014
137,2025-05-10,204852.0,PPP,39022.8,0,Unknown,37.0,Grocery And Daily Needs,DISBURSED,Warangal,Telangana,506002.0,2025.0,5.0,2.0,<600,36-45,warangal,0,5.249546419016575,5536.540540540541,0.0,39004.118749999914
138,2025-05-10,204852.0,PPP,39022.8,734,Male,38.0,Grocery And Daily Needs,DISBURSED,Warangal,Telangana,506002.0,2025.0,5.0,2.0,700-749,36-45,warangal,0,5.249546419016575,5390.8421052631575,150361368.0,39108.51174999992
139,2025-08-27,23525.0,TTT,22500.0,694,Male,35.0,Retail And Shopping,DISBURSED,S A S Nagar,Punjab,140308.0,2025.0,8.0,3.0,600-699,31-35,s a s nagar,0,1.0455555555555556,672.1428571428571,16326350.0,22518.423800000004
140,2025-08-28,470550.0,BBB,56912.0,757,Male,35.0,Others,DISBURSED,Thane,Maharashtra,401208.0,2025.0,8.0,3.0,>750,31-35,thane,0,8.26802783244307,13444.285714285714,356206350.0,56633.29
141,2025-08-27,28761.0,PPP,19372.33,738,Male,30.0,Food & Beverages,DISBURSED,Bilaspur cgh,Chattisgarh,495004.0,2025.0,8.0,3.0,700-749,26-30,bilaspur cgh,0,1.4846433031029307,958.7,21225618.0,19531.597050000033
142,2025-08-27,19056.0,PPP,68480.66,740,Male,45.0,Food & Beverages,DISBURSED,Meerut,Uttar Pradesh,250001.0,2025.0,8.0,3.0,700-749,36-45,meerut,0,0.2782683461286734,423.46666666666664,14101440.0,65814.20345000009
143,2025-08-26,23820.0,PPP,22269.6,767,Male,26.0,Grocery And Daily Needs,DISBURSED,Jaipur,Rajasthan,303702.0,2025.0,8.0,3.0,>750,26-30,jaipur,0,1.0696195710744694,916.1538461538462,18269940.0,22260.873150000036
144,2025-08-26,178318.0,PPP,29334.03,786,Male,44.0,Retail And Shopping,DISBURSED,Hyderabad,Telangana,500049.0,2025.0,8.0,3.0,>750,36-45,hyderabad,1,6.078878353911822,4052.681818181818,140157948.0,29147.399000000023
145,2025-08-26,141592.0,TTT,102500.0,746,Male,33.0,Food & Beverages,DISBURSED,BENGALURU URBAN,Karnataka,560076.0,2025.0,8.0,3.0,700-749,31-35,bengaluru urban,0,1.3813853658536586,4290.666666666667,105627632.0,106454.65139999999
146,2025-08-26,9528.0,PPP,31040.66,766,Male,40.0,Service And Utilities,DISBURSED,Agra,Uttar Pradesh,282007.0,2025.0,8.0,3.0,>750,36-45,agra,0,0.3069522361960087,238.2,7298448.0,31200.31535000007
147,2025-08-27,116241.0,PPP,51656.66,769,Male,36.0,Food & Beverages,DISBURSED,Villupuram,Tamil Nadu,605757.0,2025.0,8.0,3.0,>750,36-45,villupuram,0,2.2502616313172394,3228.9166666666665,89389329.0,51419.54560000009
148,2025-08-27,121958.0,PPP,32721.2,762,Female,50.0,Retail And Shopping,DISBURSED,Warangal,Telangana,506244.0,2025.0,8.0,3.0,>750,46-60,warangal,0,3.7271860445215945,2439.16,92931996.0,32887.99705000009
149,2025-08-26,477875.0,TTT,177500.0,725,Male,23.0,Retail And Shopping,DISBURSED,Faridabad,Haryana,121001.0,2025.0,8.0,3.0,700-749,22-25,faridabad,0,2.6922535211267604,20777.17391304348,346459375.0,177569.41700000002
150,2025-08-27,29536.0,PPP,13392.0,775,Male,41.0,Grocery And Daily Needs,DISBURSED,Hooghly,West Bengal,712310.0,2025.0,8.0,3.0,>750,36-45,hooghly,0,2.205495818399044,720.390243902439,22890400.0,13640.279000000017
151,2025-08-26,287610.0,PPP,60173.0,737,Male,49.0,Grocery And Daily Needs,DISBURSED,Kolar,Karnataka,563101.0,2025.0,8.0,3.0,700-749,46-60,kolar,0,4.779718478387316,5869.591836734694,211968570.0,60136.16055000001
152,2025-08-28,191740.0,PPP,105204.86,759,Male,43.0,Food & Beverages,DISBURSED,Bengaluru,Karnataka,560003.0,2025.0,8.0,3.0,>750,36-45,bengaluru,1,1.8225393769831546,4459.069767441861,145530660.0,105402.01339999973
153,2025-08-25,9528.0,PPP,11859.0,712,Male,24.0,Grocery And Daily Needs,DISBURSED,Ahmedabad,Gujarat,380063.0,2025.0,8.0,3.0,700-749,22-25,ahmedabad,1,0.8034404249936757,397.0,6783936.0,11920.585250000006
154,2025-08-25,23967.0,PPP,91449.16,737,Female,55.0,Grocery And Daily Needs,DISBURSED,Dehradun,Uttarakhand,248008.0,2025.0,8.0,3.0,700-749,46-60,dehradun,0,0.2620800453497878,435.76363636363635,17663679.0,91293.75900000008
155,2025-08-26,219144.0,PPP,43750.41,777,Male,51.0,Grocery And Daily Needs,DISBURSED,Bardhaman,West Bengal,713205.0,2025.0,8.0,3.0,>750,46-60,bardhaman,0,5.008958773186354,4296.941176470588,170274888.0,44469.23475000007
156,2025-08-26,47935.0,PPP,70251.0,731,Male,47.0,Food & Beverages,DISBURSED,Shivamogga,Karnataka,577205.0,2025.0,8.0,3.0,700-749,46-60,shivamogga,0,0.6823390414371325,1019.8936170212766,35040485.0,70409.52940000001
157,2025-08-27,65870.0,TTT,27500.0,757,Male,39.0,Food & Beverages,DISBURSED,Coimbatore,Tamil Nadu,641407.0,2025.0,8.0,3.0,>750,36-45,coimbatore,0,2.395272727272727,1688.974358974359,49863590.0,27586.713899999995
158,2025-08-27,42345.0,TTT,17500.0,162,Male,34.0,Retail And Shopping,DISBURSED,NAGPUR,Maharashtra,440023.0,2025.0,8.0,3.0,<600,31-35,nagpur,0,2.419714285714286,1245.4411764705883,6859890.0,17508.684950000003
159,2025-08-26,19174.0,PPP,108904.5,785,Male,36.0,Grocery And Daily Needs,DISBURSED,East Singhbhum,Jharkhand,831019.0,2025.0,8.0,3.0,>750,36-45,east singhbhum,0,0.17606251348658689,532.6111111111111,15051590.0,114612.80870000001
160,2025-08-27,479350.0,PPP,229820.16,763,Male,41.0,Retail And Shopping,DISBURSED,Malda,West Bengal,732206.0,2025.0,8.0,3.0,>750,36-45,malda,0,2.085761318763332,11691.463414634147,365744050.0,230054.54289999936
161,2025-08-26,50498.0,PPP,43551.33,752,Male,43.0,Food & Beverages,DISBURSED,North Parganas,West Bengal,743127.0,2025.0,8.0,3.0,>750,36-45,north parganas,0,1.1595053469090382,1174.3720930232557,37974496.0,43086.34355000004
162,2025-08-26,189380.0,TTT,300000.0,746,Male,44.0,Others,DISBURSED,Hyderabad,Telangana,500050.0,2025.0,8.0,3.0,700-749,36-45,hyderabad,1,0.6312666666666666,4304.090909090909,141277480.0,300207.29
163,2025-08-26,165191.0,TTT,272500.0,707,Male,44.0,Service And Utilities,DISBURSED,Moodabidri,Karnataka,574197.0,2025.0,8.0,3.0,700-749,36-45,moodabidri,0,0.6062055045871559,3754.340909090909,116790037.0,251669.71879999994
164,2025-08-24,71910.0,BBB,138588.0,155,Male,55.0,Others,DISBURSED,Bengaluru,Karnataka,560009.0,2025.0,8.0,3.0,<600,46-60,bengaluru,1,0.5188760931682397,1307.4545454545455,11146050.0,137337.17659999998
165,2025-08-24,98815.0,BBB,9022.0,755,Male,32.0,Others,DISBURSED,Bijnor,Uttar Pradesh,246701.0,2025.0,8.0,3.0,>750,31-35,bijnor,0,10.952671248060296,3087.96875,74605325.0,9230.46
166,2025-08-24,23525.0,TTT,32500.0,744,Female,25.0,Retail And Shopping,DISBURSED,VIKARABAD,Telangana,501141.0,2025.0,8.0,3.0,700-749,22-25,vikarabad,0,0.7238461538461538,941.0,17502600.0,32681.411600000003
167,2025-08-24,117993.0,TTT,27500.0,746,Male,24.0,Food & Beverages,DISBURSED,Siddipet District,Telangana,502334.0,2025.0,8.0,3.0,700-749,22-25,siddipet district,0,4.2906545454545455,4916.375,88022778.0,27790.796350000008
168,2025-08-25,9587.0,PPP,297749.66,779,Male,42.0,Food & Beverages,DISBURSED,North Parganas,West Bengal,700091.0,2025.0,8.0,3.0,>750,36-45,north parganas,0,0.03219818957979667,228.26190476190476,7468273.0,280225.0509999988
169,2025-08-26,164896.0,PPP,31641.83,721,Male,42.0,Grocery And Daily Needs,DISBURSED,Kanpur Nagar,Uttar Pradesh,208001.0,2025.0,8.0,3.0,700-749,36-45,kanpur nagar,0,5.211329433221782,3926.095238095238,118890016.0,31556.921250000047
170,2025-08-25,47050.0,TTT,22500.0,162,Female,40.0,Retail And Shopping,DISBURSED,Mysore,Karnataka,570008.0,2025.0,8.0,3.0,<600,36-45,mysore,0,2.091111111111111,1176.25,7622100.0,22498.208300000002
171,2025-08-25,71910.0,BBB,50216.0,150,Male,26.0,Others,DISBURSED,Jammu,Jammu & Kashmir,180004.0,2025.0,8.0,3.0,<600,26-30,jammu,0,1.43201370081249,2765.769230769231,10786500.0,51152.93795
172,2025-08-25,239675.0,PPP,209908.33,160,Female,47.0,Grocery And Daily Needs,DISBURSED,Bengaluru,Karnataka,560049.0,2025.0,8.0,3.0,<600,46-60,bengaluru,1,1.1418079501656748,5099.468085106383,38348000.0,206226.28649999917
173,2025-08-25,37389.0,PPP,13028.66,0,Unknown,37.0,Grocery And Daily Needs,DISBURSED,Hyderabad,Telangana,500045.0,2025.0,8.0,3.0,<600,36-45,hyderabad,1,2.8697502275752074,1010.5135135135135,0.0,13015.640149999994
174,2025-08-25,37389.0,PPP,13028.66,749,Female,26.0,Grocery And Daily Needs,DISBURSED,Hyderabad,Telangana,500045.0,2025.0,8.0,3.0,700-749,26-30,hyderabad,1,2.8697502275752074,1438.0384615384614,28004361.0,13042.0304
175,2025-08-25,132153.0,TTT,32500.0,746,Male,38.0,Retail And Shopping,DISBURSED,Vellore,Tamil Nadu,632113.0,2025.0,8.0,3.0,700-749,36-45,vellore,0,4.066246153846154,3477.7105263157896,98586138.0,32531.878200000006
176,2025-08-27,191740.0,PPP,224778.5,722,Male,60.0,Grocery And Daily Needs,DISBURSED,Ernakulam,Kerala,682506.0,2025.0,8.0,3.0,700-749,46-60,ernakulam,0,0.8530175261424024,3195.6666666666665,138436280.0,224537.91984999977
177,2025-08-25,47050.0,TTT,47500.0,152,Male,36.0,Food & Beverages,DISBURSED,GAUTAM BUDDHA NAGAR,Uttar Pradesh,201304.0,2025.0,8.0,3.0,<600,36-45,gautam buddha nagar,0,0.9905263157894737,1306.9444444444443,7151600.0,47521.88770000001
178,2025-08-25,75516.0,TTT,52500.0,755,Male,24.0,Grocery And Daily Needs,DISBURSED,Ahmedabad,Gujarat,380007.0,2025.0,8.0,3.0,>750,22-25,ahmedabad,1,1.4384,3146.5,57014580.0,53667.54084999999
179,2025-08-25,70575.0,TTT,87500.0,155,Male,39.0,Retail And Shopping,DISBURSED,Mumbai,Maharashtra,400612.0,2025.0,8.0,3.0,<600,36-45,mumbai,1,0.8065714285714286,1809.6153846153845,10939125.0,87744.51415
180,2025-08-25,160102.0,PPP,74928.83,751,Male,48.0,Grocery And Daily Needs,DISBURSED,Aurangabad,Maharashtra,431133.0,2025.0,8.0,3.0,>750,46-60,aurangabad,0,2.1367209390564352,3335.4583333333335,120236602.0,75387.09915000005
181,2025-08-25,285840.0,PPP,174205.16,746,Female,43.0,Grocery And Daily Needs,DISBURSED,Gurgaon,Haryana,122102.0,2025.0,8.0,3.0,700-749,36-45,gurgaon,0,1.64082395722377,6647.441860465116,213236640.0,172147.63854999992
182,2025-08-25,191740.0,PPP,232674.5,734,Male,44.0,Grocery And Daily Needs,DISBURSED,Kolar,Karnataka,563131.0,2025.0,8.0,3.0,700-749,36-45,kolar,0,0.8240696767372445,4357.727272727273,140737160.0,231687.68379999968
183,2025-08-25,17879.0,TTT,7500.0,744,Male,43.0,Retail And Shopping,DISBURSED,Firozepur,Punjab,152001.0,2025.0,8.0,3.0,700-749,36-45,firozepur,0,2.3838666666666666,415.7906976744186,13301976.0,7485.946
184,2025-08-25,10546.0,BBB,4689.2,748,Male,23.0,Others,DISBURSED,Barshi,Maharashtra,413401.0,2025.0,8.0,3.0,700-749,22-25,barshi,0,2.248997696835281,458.5217391304348,7888408.0,4701.541999999984
185,2025-08-25,337462.0,PPP,54786.66,812,Female,37.0,Service And Utilities,DISBURSED,Guntur,Andhra Pradesh,522213.0,2025.0,8.0,3.0,>750,36-45,guntur,0,6.1595651204143484,9120.594594594595,274019144.0,55218.9794000001
186,2025-08-25,241592.0,PPP,180454.4,751,Male,54.0,Service And Utilities,DISBURSED,Bardhaman,West Bengal,713385.0,2025.0,8.0,3.0,>750,46-60,bardhaman,0,1.3387980564619095,4473.925925925926,181435592.0,183210.29424999998
187,2025-08-26,236725.0,TTT,162500.0,140,Female,25.0,Retail And Shopping,DISBURSED,Ghaziabad,Uttar Pradesh,201005.0,2025.0,8.0,3.0,<600,22-25,ghaziabad,0,1.4567692307692308,9469.0,33141500.0,162695.55865000002
188,2025-08-26,47935.0,PPP,35570.16,757,Male,45.0,Retail And Shopping,DISBURSED,Dehradun,Uttarakhand,248001.0,2025.0,8.0,3.0,>750,36-45,dehradun,0,1.34761834076653,1065.2222222222222,36286795.0,35735.45035000008
189,2025-08-25,59073.0,PPP,26287.0,756,Male,35.0,Food & Beverages,DISBURSED,North Parganas,West Bengal,743445.0,2025.0,8.0,3.0,>750,31-35,north parganas,0,2.2472324723247232,1687.8,44659188.0,26267.12060000001
190,2025-08-25,285840.0,PPP,116674.33,757,Male,45.0,Food & Beverages,DISBURSED,Villupuram,Tamil Nadu,606104.0,2025.0,8.0,3.0,>750,36-45,villupuram,0,2.4498962196740277,6352.0,216380880.0,116691.05749999976
191,2025-08-26,94100.0,TTT,37500.0,724,Male,31.0,Healthcare And Wellness,DISBURSED,PUNE,Maharashtra,411021.0,2025.0,8.0,3.0,700-749,31-35,pune,1,2.509333333333333,3035.483870967742,68128400.0,37519.32245
192,2025-08-25,282330.0,BBB,79594.0,753,Female,27.0,Others,DISBURSED,Davanagere,Karnataka,577525.0,2025.0,8.0,3.0,>750,26-30,davanagere,0,3.5471266678392843,10456.666666666666,212594490.0,79913.88290000001
193,2025-08-25,39064.0,PPP,13550.33,783,Male,42.0,Healthcare And Wellness,DISBURSED,Jaipur,Rajasthan,302015.0,2025.0,8.0,3.0,>750,36-45,jaipur,0,2.8828818191143686,930.0952380952381,30587112.0,13568.75260000003
194,2025-08-25,22867.0,PPP,10040.83,0,Unknown,37.0,Food & Beverages,DISBURSED,Purulia,West Bengal,723101.0,2025.0,8.0,3.0,<600,36-45,purulia,0,2.277401370205451,618.027027027027,0.0,10079.149750000019
195,2025-08-25,22867.0,PPP,10040.83,786,Male,45.0,Food & Beverages,DISBURSED,Purulia,West Bengal,723101.0,2025.0,8.0,3.0,>750,36-45,purulia,0,2.277401370205451,508.15555555555557,17973462.0,10143.462050000015
196,2025-08-24,160070.0,PPP,55432.5,741,Female,26.0,Healthcare And Wellness,DISBURSED,Bengaluru,Karnataka,560074.0,2025.0,8.0,3.0,700-749,26-30,bengaluru,1,2.887656158390836,6156.538461538462,118611870.0,55658.13970000001
197,2025-08-24,18820.0,TTT,12500.0,757,Male,34.0,Food & Beverages,DISBURSED,Shahdara,Delhi,110032.0,2025.0,8.0,3.0,>750,31-35,shahdara,0,1.5056,553.5294117647059,14246740.0,12562.654550000001
198,2025-08-24,43146.0,BBB,229636.0,159,Male,30.0,Others,DISBURSED,Pune,Maharashtra,411057.0,2025.0,8.0,3.0,<600,26-30,pune,1,0.18788865857269765,1438.2,6860214.0,217668.53955
199,2025-08-25,38352.0,BBB,11816.0,756,Male,37.0,Others,DISBURSED,Surat,Gujarat,395010.0,2025.0,8.0,3.0,>750,36-45,surat,0,3.2457684495599186,1036.5405405405406,28994112.0,11782.674850000003
200,2025-08-25,479350.0,PPP,320939.33,762,Male,35.0,Grocery And Daily Needs,DISBURSED,Moradabad,Uttar Pradesh,244001.0,2025.0,8.0,3.0,>750,31-35,moradabad,0,1.4935844728036292,13695.714285714286,365264700.0,318238.959299999
201,2025-08-23,30112.0,TTT,12500.0,746,Female,42.0,Retail And Shopping,DISBURSED,Hyderabad,Telangana,500082.0,2025.0,8.0,3.0,700-749,36-45,hyderabad,1,2.40896,716.952380952381,22463552.0,12487.3694
202,2025-08-24,42345.0,TTT,17500.0,145,Male,23.0,Retail And Shopping,DISBURSED,KOLKATA,West Bengal,700073.0,2025.0,8.0,3.0,<600,22-25,kolkata,1,2.419714285714286,1841.0869565217392,6140025.0,17538.6954
203,2025-08-24,51760.0,BBB,13135.0,759,Male,47.0,Others,DISBURSED,Ludhiana,Punjab,141003.0,2025.0,8.0,3.0,>750,46-60,ludhiana,0,3.9406166730110392,1101.276595744681,39285840.0,13139.800100000004
204,2025-08-24,28584.0,PPP,34030.5,145,Male,55.0,Retail And Shopping,DISBURSED,Coimbatore,Tamil Nadu,641006.0,2025.0,8.0,3.0,<600,46-60,coimbatore,0,0.8399523956450831,519.709090909091,4144680.0,33827.614900000015
205,2025-08-23,10546.0,BBB,4689.2,773,Male,42.0,Others,DISBURSED,Bardhaman,West Bengal,713206.0,2025.0,8.0,3.0,>750,36-45,bardhaman,0,2.248997696835281,251.0952380952381,8152058.0,4699.472999999984
206,2025-08-23,22052.0,BBB,6626.0,148,Male,32.0,Others,DISBURSED,Hyderabad,Telangana,500053.0,2025.0,8.0,3.0,<600,31-35,hyderabad,1,3.3281014186537883,689.125,3263696.0,6707.274999999999
207,2025-08-23,51760.0,BBB,66104.0,771,Male,47.0,Others,DISBURSED,Mysore,Karnataka,571124.0,2025.0,8.0,3.0,>750,46-60,mysore,0,0.7830085925208762,1101.276595744681,39906960.0,65382.57495000001
208,2025-08-23,174103.0,BBB,12848.0,746,Male,31.0,Others,DISBURSED,Ranchi,Jharkhand,834001.0,2025.0,8.0,3.0,700-749,31-35,ranchi,0,13.550980697384807,5616.225806451613,129880838.0,13294.79
209,2025-08-23,65877.0,BBB,169958.0,812,Male,57.0,Others,DISBURSED,Chittoor,Andhra Pradesh,517520.0,2025.0,8.0,3.0,>750,46-60,chittoor,0,0.3876075265653867,1155.7368421052631,53492124.0,172706.93239999993
210,2025-08-23,21914.0,PPP,10135.2,731,Male,24.0,Grocery And Daily Needs,DISBURSED,Solapur,Maharashtra,413112.0,2025.0,8.0,3.0,700-749,22-25,solapur,0,2.1621674954613623,913.0833333333334,16019134.0,10361.747149999983
211,2025-08-25,47050.0,TTT,57500.0,147,Male,51.0,Food & Beverages,DISBURSED,Bellary,Andhra Pradesh,515801.0,2025.0,8.0,3.0,<600,46-60,bellary,0,0.8182608695652174,922.5490196078431,6916350.0,57500.0
212,2025-08-25,287640.0,BBB,204034.0,761,Male,48.0,Others,DISBURSED,Krishna,Andhra Pradesh,521001.0,2025.0,8.0,3.0,>750,46-60,krishna,0,1.40976503916014,5992.5,218894040.0,208903.8500499995
213,2025-08-23,282330.0,BBB,32584.0,758,Male,41.0,Others,DISBURSED,Kolar,Karnataka,563114.0,2025.0,8.0,3.0,>750,36-45,kolar,0,8.664682052541124,6886.09756097561,214006140.0,32970.8808
214,2025-08-25,287610.0,PPP,91570.2,740,Male,54.0,Grocery And Daily Needs,DISBURSED,Guntur,Andhra Pradesh,522001.0,2025.0,8.0,3.0,700-749,46-60,guntur,0,3.1408689726570436,5326.111111111111,212831400.0,91925.28424999976
215,2025-08-23,47940.0,BBB,63585.0,763,Male,29.0,Others,DISBURSED,Bhopal,Madhya Pradesh,462038.0,2025.0,8.0,3.0,>750,26-30,bhopal,0,0.7539514036329323,1653.103448275862,36578220.0,63389.69630000001
